study_hours,attendance,previous_grade,parental_support,extracurricular,sleep_hours,assignments_completed,age,year,performance,final_grade
6.4,69.4,61.5,3,3,7.1,77.9,18,2021,Medium,62.0
6.9,76.8,57.0,2,1,5.8,81.3,18,2021,Low,60.5
10.7,67.1,45.1,3,4,7.6,73.5,16,2021,High,70.3
8.4,92.5,70.3,3,4,9.6,88.3,17,2021,Medium,67.3
4.6,94.5,77.4,3,4,6.5,65.8,19,2021,High,70.3
3.8,54.2,76.2,5,2,6.5,95.9,15,2021,Medium,63.6
7.2,67.0,81.1,2,1,6.3,73.4,17,2021,Low,63.0
2.7,59.0,73.2,4,2,6.4,70.4,19,2021,Low,52.4
10.6,70.9,59.5,4,2,4.0,78.4,16,2021,High,59.7
8.9,78.8,81.4,2,1,7.5,67.4,18,2021,High,82.0
4.8,59.7,46.3,5,3,6.0,83.9,19,2021,Low,52.7
1.7,67.1,53.6,4,2,5.1,68.3,18,2021,Low,46.1
9.4,65.9,52.6,3,4,7.9,86.4,16,2021,High,71.1
5.7,82.9,85.3,4,0,5.7,99.9,16,2021,Medium,62.7
9.1,81.0,83.1,3,3,6.6,65.1,15,2021,High,70.6
2.0,69.9,75.8,4,3,8.8,75.6,18,2021,Medium,64.5
4.5,82.5,85.2,1,3,5.3,86.3,18,2021,Medium,76.1
6.0,72.3,53.9,4,4,5.2,70.2,17,2021,Medium,59.6
6.1,76.2,73.6,3,3,7.3,86.4,16,2021,Medium,56.5
4.9,100.0,66.0,4,4,8.4,88.0,15,2021,High,74.9
7.6,98.8,81.6,3,2,5.1,97.5,18,2021,High,76.0
3.3,61.8,66.2,4,2,7.5,67.1,18,2021,Low,48.2
5.6,91.6,61.8,4,0,7.7,61.0,19,2021,Low,55.3
6.3,91.4,76.7,3,0,4.5,72.5,18,2021,Medium,67.7
7.3,63.9,82.0,4,1,8.0,60.6,18,2021,Medium,69.9
7.8,91.5,57.3,3,1,8.1,88.2,18,2021,Medium,70.9
3.2,100.0,67.0,5,1,6.6,57.1,17,2021,Medium,59.2
2.2,64.3,51.1,3,1,8.5,100.0,17,2021,Low,51.1
9.2,67.2,28.0,4,0,8.4,100.0,19,2021,Medium,47.5
6.8,94.2,71.2,4,4,7.1,78.2,17,2021,High,66.1
4.1,83.8,77.7,3,0,6.5,93.6,16,2021,Low,67.8
9.9,87.7,72.2,3,3,5.8,48.5,15,2021,High,72.5
6.3,84.8,36.8,3,1,7.0,100.0,16,2021,Low,47.3
8.9,85.5,62.4,4,4,7.7,67.4,17,2021,High,73.4
6.2,61.4,32.5,3,4,6.6,75.8,16,2021,Low,46.7
11.2,94.7,89.9,3,3,4.4,44.6,16,2021,High,77.2
10.4,96.4,50.6,4,3,8.5,86.8,17,2021,High,68.1
5.4,76.8,88.1,3,0,7.2,58.1,16,2021,Medium,74.6
8.4,79.4,83.1,4,5,6.5,79.8,18,2021,High,87.9
7.6,58.6,53.6,3,4,8.0,68.2,17,2021,High,67.0
9.4,87.2,49.9,2,4,8.8,58.6,17,2021,High,65.0
3.6,88.0,73.6,4,3,4.0,63.5,15,2021,Medium,69.3
7.7,79.1,54.5,2,2,7.5,82.1,16,2021,Medium,60.0
8.6,95.7,69.6,3,4,5.3,54.9,17,2021,High,64.1
1.6,75.3,60.3,5,1,7.6,64.5,18,2021,Low,57.3
3.0,87.9,39.5,3,2,7.2,89.9,18,2021,Low,42.5
0.9,65.7,32.3,5,0,7.8,100.0,16,2021,Low,41.7
5.3,79.7,71.6,5,4,6.4,86.6,17,2021,High,80.6
7.8,77.6,59.0,3,1,4.8,61.5,16,2021,Medium,64.5
9.8,83.2,59.2,1,1,6.5,71.4,19,2021,High,60.9
6.2,74.8,79.1,4,2,7.5,78.6,19,2021,Medium,69.9
10.1,78.2,86.8,3,3,8.2,71.7,17,2021,High,77.1
2.5,91.6,63.6,2,3,5.6,94.3,17,2021,Low,56.5
1.7,73.9,62.6,4,1,8.2,81.9,18,2021,Low,62.3
5.9,57.5,76.0,1,0,6.2,94.3,18,2021,Low,62.5
7.0,100.0,46.3,5,3,7.4,72.3,17,2021,High,77.2
5.9,99.3,71.6,2,5,6.4,100.0,19,2021,High,80.0
0.8,61.9,76.8,2,3,7.2,75.0,17,2021,Low,55.9
5.8,89.7,78.9,2,2,8.1,60.5,17,2021,Medium,69.6
2.7,73.0,37.0,5,4,5.5,100.0,18,2021,Low,51.1
7.7,83.7,55.8,4,2,6.2,45.2,17,2021,High,58.3
6.9,84.1,53.9,4,2,7.2,64.7,18,2021,Medium,68.0
3.7,76.7,69.6,3,2,9.9,66.7,16,2021,Medium,68.8
4.7,69.0,75.7,3,2,6.0,100.0,16,2021,Low,61.6
3.4,70.3,91.9,3,3,9.4,100.0,15,2021,Medium,71.0
5.8,67.2,60.1,3,2,9.4,100.0,17,2021,Medium,66.5
8.4,68.4,60.0,4,2,6.9,72.0,17,2021,Medium,68.0
3.5,79.1,86.4,4,1,6.6,100.0,19,2021,Medium,63.2
7.3,70.0,72.7,3,0,6.2,84.6,17,2021,Medium,64.7
4.7,89.5,88.3,5,2,6.9,95.6,18,2021,High,75.3
4.0,100.0,72.6,2,1,5.3,81.2,16,2021,Low,67.2
5.7,71.9,49.5,5,1,6.9,77.1,18,2021,Medium,62.0
3.4,83.4,46.7,1,3,8.8,73.5,17,2021,Low,54.6
4.6,87.0,43.2,3,3,6.3,74.2,17,2021,Low,46.8
3.0,86.6,78.6,3,3,6.7,89.0,16,2021,Medium,61.9
10.9,81.1,87.0,3,2,5.0,84.6,17,2021,High,86.4
6.1,90.4,97.6,4,4,7.4,77.4,17,2021,High,80.8
4.3,86.8,81.5,3,4,7.3,100.0,17,2021,High,68.9
6.5,62.7,86.6,3,3,7.1,24.6,19,2021,Medium,72.8
5.7,92.2,58.7,4,3,6.7,87.2,18,2021,Medium,60.8
5.4,92.4,49.5,4,2,6.6,90.9,19,2021,High,73.5
7.5,69.3,81.6,4,5,7.6,98.6,17,2021,High,80.0
7.9,80.5,74.7,3,1,7.0,76.8,19,2021,High,71.0
4.7,89.6,69.7,4,1,7.4,81.7,18,2021,Medium,64.3
4.6,77.1,74.2,4,2,7.3,95.7,16,2021,Medium,76.1
5.3,95.0,73.2,3,0,8.3,100.0,17,2021,Medium,68.4
0.2,100.0,88.5,3,5,7.8,72.6,16,2021,Medium,67.0
2.2,69.0,88.7,3,2,7.2,82.8,15,2021,Low,62.8
9.4,60.7,76.7,2,2,8.8,100.0,16,2021,Medium,65.9
10.1,84.3,81.5,3,3,7.5,39.8,15,2021,High,71.2
5.4,90.1,76.2,2,2,8.6,65.6,18,2021,Low,69.4
7.4,76.8,60.6,4,0,7.7,100.0,17,2021,Medium,54.1
6.8,100.0,80.1,4,3,4.8,97.7,16,2021,High,76.6
12.0,61.3,45.7,5,3,8.6,87.4,18,2021,High,70.5
8.8,89.7,84.9,4,2,7.2,69.9,18,2021,High,80.8
5.7,71.5,48.9,1,3,6.9,62.1,19,2021,Low,45.5
3.6,100.0,72.6,5,1,7.3,67.4,17,2021,Medium,70.3
2.0,100.0,54.5,5,1,6.6,100.0,17,2021,Medium,55.7
6.5,69.3,76.9,3,1,7.3,66.7,16,2021,Medium,67.3
4.1,72.3,67.5,4,2,6.3,79.8,16,2021,Low,62.5
2.4,92.0,42.5,5,3,8.5,64.4,16,2021,Low,53.6
4.4,74.6,74.7,3,3,6.9,93.2,17,2021,Low,60.6
3.3,79.4,58.8,5,2,6.5,68.3,19,2021,Medium,67.6
10.2,80.4,82.1,2,2,5.9,76.2,15,2021,High,76.6
8.2,53.1,68.0,2,3,7.3,47.7,16,2021,Low,63.3
6.0,79.8,74.3,3,1,7.2,49.0,16,2021,Medium,72.4
9.7,70.3,52.7,4,1,7.5,78.1,18,2021,High,71.3
6.2,73.1,58.6,4,5,5.8,54.1,16,2021,High,70.5
3.8,100.0,60.7,5,3,5.1,100.0,17,2021,High,69.9
9.8,62.4,81.7,3,5,7.8,40.9,15,2021,High,82.0
7.3,91.4,94.8,1,2,8.8,63.6,17,2021,Medium,74.0
3.4,76.1,55.1,4,3,5.8,78.3,15,2021,Low,50.4
5.5,76.1,85.2,4,1,8.9,71.4,17,2021,Medium,72.6
3.8,91.1,33.3,2,1,7.3,58.1,15,2021,Low,44.2
2.5,84.8,48.9,3,2,7.0,60.8,18,2021,Low,55.1
8.3,88.0,52.7,4,2,6.5,60.2,17,2021,High,63.0
10.8,93.6,46.4,4,1,5.3,72.8,18,2021,Medium,53.2
2.5,75.4,42.7,3,1,8.2,100.0,17,2021,Low,47.1
7.4,71.4,74.6,3,0,6.1,79.4,16,2021,Low,53.3
4.4,64.8,64.6,5,3,6.1,99.3,15,2021,Medium,71.5
4.8,68.4,74.1,4,2,8.2,87.1,17,2021,Medium,65.2
4.5,100.0,79.0,3,0,4.7,98.0,17,2021,Medium,68.2
3.8,97.4,72.2,3,1,5.2,27.6,17,2021,Low,61.9
6.1,61.1,78.5,4,1,7.0,72.5,18,2021,Medium,70.7
3.9,61.5,66.9,3,3,7.4,100.0,18,2021,Low,54.4
6.7,86.7,49.0,2,0,7.6,67.7,18,2021,Low,53.7
5.9,87.7,84.9,3,3,6.6,100.0,15,2021,Medium,72.6
5.4,87.7,58.6,3,0,10.0,100.0,17,2021,Low,55.5
3.7,76.4,53.0,4,1,6.7,69.6,15,2021,Low,53.6
4.6,78.2,65.2,2,4,6.7,68.9,17,2021,Medium,62.4
7.9,84.6,53.4,4,3,6.0,59.8,16,2021,High,58.0
7.3,81.2,61.3,3,0,7.1,66.7,15,2021,Low,66.8
3.6,48.9,73.5,1,3,7.7,55.8,18,2021,Low,64.2
6.2,76.8,73.6,2,2,8.4,85.7,17,2021,Low,65.9
7.9,68.1,53.6,5,3,5.2,51.8,16,2021,Medium,59.9
1.8,82.5,60.2,5,3,6.7,88.9,15,2021,Low,54.9
7.4,100.0,85.2,3,3,7.5,89.3,17,2021,High,82.1
4.3,85.1,75.9,4,5,7.7,48.1,19,2021,Medium,78.4
7.4,75.6,100.0,4,1,7.0,100.0,17,2021,High,78.1
4.1,92.9,86.9,5,3,7.7,87.2,19,2021,Medium,66.8
1.5,86.8,86.3,3,2,6.0,91.5,15,2021,Low,74.5
1.9,85.9,45.8,4,0,8.9,64.3,17,2021,Low,34.2
6.1,88.5,80.2,2,0,8.2,89.2,18,2021,Medium,63.5
6.6,100.0,67.2,3,1,5.4,98.3,17,2021,Medium,65.8
3.7,64.2,59.2,5,3,5.7,76.2,15,2021,Low,51.1
7.6,86.6,70.7,3,2,5.7,100.0,17,2021,High,75.3
1.8,67.0,83.1,3,2,7.8,78.8,17,2021,Low,64.9
5.8,87.8,76.0,2,0,5.5,98.5,18,2021,Low,60.7
3.0,67.1,53.9,4,2,6.6,83.3,18,2021,Low,61.6
4.4,74.2,79.9,4,4,7.5,88.5,18,2021,Low,72.0
6.1,75.9,57.8,3,2,6.9,47.9,17,2021,Low,56.2
3.8,93.7,71.5,5,3,7.3,84.7,16,2021,High,67.6
5.0,92.9,63.1,1,3,5.7,64.8,17,2021,Low,69.2
8.5,62.6,64.5,3,3,7.7,62.8,18,2021,High,71.1
4.6,80.8,80.3,5,2,6.3,100.0,19,2021,Medium,70.9
8.1,70.1,51.4,3,4,6.6,74.2,15,2021,Medium,66.2
3.2,62.4,99.1,3,2,7.3,59.9,17,2021,Low,67.8
7.3,77.0,38.9,3,4,7.1,71.5,16,2021,Medium,55.7
9.6,75.7,58.4,4,1,7.0,54.6,16,2021,Medium,63.9
0.0,100.0,73.9,2,1,6.1,100.0,17,2021,Low,61.7
4.0,86.1,77.3,5,0,6.6,65.5,17,2021,Medium,56.5
7.4,60.7,66.4,4,3,7.0,87.5,15,2021,High,66.1
5.5,72.1,67.1,2,2,5.3,100.0,18,2021,Low,67.3
6.9,94.3,74.6,4,1,6.4,69.0,18,2021,High,73.2
4.5,100.0,64.3,3,1,7.5,87.6,19,2021,Medium,70.5
6.2,57.8,90.3,3,4,5.5,59.5,16,2021,Medium,78.5
5.6,53.7,81.4,4,3,8.4,100.0,17,2021,Medium,68.5
8.9,100.0,82.0,5,2,8.5,94.9,17,2021,High,78.5
6.6,85.5,52.5,2,3,5.5,74.5,16,2021,Low,52.7
6.8,67.8,66.7,3,2,8.6,64.1,17,2021,Medium,76.0
5.0,87.5,63.2,3,2,6.8,75.9,18,2021,Medium,72.1
4.8,43.1,51.9,3,4,7.5,71.9,15,2021,Low,51.8
4.9,80.0,73.8,3,1,6.4,100.0,19,2021,Low,59.1
7.0,84.6,59.4,1,2,8.1,55.9,18,2021,Medium,61.2
4.9,92.9,78.5,4,2,7.5,80.4,18,2021,Medium,69.1
6.7,65.8,50.9,3,2,6.0,77.7,18,2021,Low,44.4
11.2,81.2,95.5,2,2,5.6,75.9,16,2021,High,79.0
8.2,67.0,53.7,4,2,5.2,76.0,18,2021,Low,63.7
5.2,83.6,71.5,4,1,7.2,75.9,16,2021,Medium,57.1
9.0,67.5,80.7,3,2,7.7,93.7,18,2021,High,76.1
5.0,74.3,58.9,3,1,7.8,89.0,16,2021,Low,63.1
0.9,66.1,81.6,4,1,6.9,85.5,16,2021,Low,60.9
3.5,89.1,48.3,3,0,5.6,23.4,17,2021,Low,54.6
1.3,92.0,91.2,3,3,6.2,83.4,16,2021,Medium,68.3
5.1,76.7,68.2,4,2,8.4,48.2,17,2021,Medium,68.9
6.0,80.5,58.5,1,3,6.4,89.6,17,2021,Low,54.6
10.2,59.7,63.2,2,3,7.2,100.0,18,2021,High,65.1
6.8,75.8,80.9,1,3,5.7,61.3,17,2021,Low,62.6
5.5,79.3,58.6,2,2,7.4,73.3,16,2021,Low,62.1
8.1,100.0,56.0,2,2,6.5,67.2,16,2021,Medium,62.6
0.5,64.4,64.5,5,2,8.3,100.0,17,2021,Low,53.6
6.6,100.0,49.2,3,3,7.9,79.7,17,2021,Medium,53.2
7.9,94.0,97.1,2,2,6.4,100.0,18,2021,High,79.9
2.3,83.9,58.9,3,3,6.8,85.4,15,2021,Low,57.5
8.9,100.0,81.3,5,4,6.3,82.4,16,2021,High,82.0
6.8,85.2,71.4,3,1,5.3,79.2,16,2021,Medium,76.1
5.0,85.4,52.2,3,1,6.0,92.7,16,2021,Low,46.2
7.6,79.3,67.9,5,3,7.2,46.7,16,2021,High,57.7
11.7,97.1,80.5,3,2,7.4,79.5,18,2021,High,75.7
6.5,95.4,65.0,3,0,7.2,76.7,16,2021,Low,64.5
6.6,71.2,87.1,3,4,6.6,91.1,17,2021,Medium,67.7
4.9,61.5,84.3,3,1,8.1,74.6,17,2021,Low,57.2
3.9,77.2,82.7,3,4,7.1,59.3,16,2021,Medium,73.8
8.1,68.8,60.6,4,3,7.8,78.1,18,2021,Medium,66.8
3.9,79.1,50.7,3,3,4.9,58.5,17,2021,Low,57.0
6.2,97.3,58.2,4,1,4.0,43.3,17,2021,Low,61.6
4.8,73.6,71.1,2,1,7.3,91.1,18,2021,Low,56.2
7.2,79.4,76.7,2,2,5.3,88.4,16,2021,High,68.9
6.8,80.8,33.3,3,1,6.7,86.4,18,2021,Low,50.6
8.6,91.9,67.9,5,2,6.6,100.0,17,2021,High,66.8
4.7,48.5,70.5,3,2,8.9,66.0,17,2021,Low,45.4
5.3,71.5,63.6,4,1,7.5,52.2,18,2021,Low,54.5
3.6,83.0,88.7,3,1,7.2,76.7,18,2021,Medium,76.3
4.9,96.8,74.7,2,3,8.0,71.7,17,2021,Medium,68.4
6.9,73.1,89.0,1,1,7.4,62.8,18,2021,Low,71.9
7.9,53.7,64.5,3,0,6.5,76.6,17,2021,Low,44.7
3.7,88.7,83.0,2,3,8.3,67.0,17,2021,Medium,69.8
8.2,71.1,94.2,2,5,5.7,45.0,15,2021,High,83.5
9.4,63.3,89.0,4,2,7.4,70.1,15,2021,High,73.2
7.0,71.3,50.5,1,1,5.1,57.5,18,2021,Low,55.1
10.7,77.4,63.9,4,2,7.2,82.2,15,2021,High,67.8
4.1,71.5,62.5,3,4,7.2,66.2,16,2021,Medium,75.8
2.9,49.1,75.8,3,3,9.0,98.0,18,2021,Low,51.5
1.6,92.6,79.0,4,3,5.1,100.0,15,2021,Low,70.7
9.7,97.8,54.6,3,2,6.3,90.2,16,2021,High,61.6
7.6,89.1,69.1,3,2,8.0,50.1,17,2021,High,60.9
5.9,64.1,35.7,4,0,7.4,100.0,17,2021,Low,46.5
6.7,77.2,91.1,5,3,7.2,100.0,18,2021,High,79.1
3.2,79.9,59.8,2,3,5.9,78.3,17,2021,Low,61.9
12.0,88.4,68.9,2,5,6.3,100.0,17,2021,High,85.5
6.3,89.4,63.0,5,1,8.5,68.1,18,2021,High,74.9
6.3,69.7,86.3,3,0,6.9,44.4,17,2021,Low,60.6
7.8,81.1,22.6,4,2,7.5,64.3,17,2021,Medium,55.3
7.2,86.4,67.7,3,3,6.9,100.0,18,2021,High,72.1
6.6,100.0,66.3,2,3,5.6,51.2,17,2021,Medium,60.6
4.0,89.9,60.7,4,1,8.1,78.0,16,2021,Medium,59.0
7.2,91.0,95.6,3,1,7.6,78.6,15,2021,High,73.1
10.7,81.2,53.8,3,2,9.8,68.8,17,2021,High,68.7
9.4,99.7,80.3,3,2,5.8,70.0,15,2021,High,72.3
10.0,85.7,73.7,4,4,8.0,79.3,17,2021,High,71.0
4.7,67.9,88.2,4,2,5.4,67.9,18,2021,Medium,71.2
3.5,99.6,57.3,2,3,7.2,52.4,17,2021,Low,60.0
5.7,89.8,56.3,3,2,8.2,81.9,16,2021,Medium,60.7
6.1,73.8,85.5,4,3,4.5,97.3,18,2021,Medium,78.2
8.7,73.3,74.8,4,2,6.8,93.7,16,2021,High,74.9
1.8,84.2,43.3,4,3,6.3,63.4,18,2021,Low,49.3
9.8,86.5,59.4,2,1,6.2,55.5,17,2021,Medium,66.2
5.6,82.8,74.2,4,2,7.5,72.9,16,2021,Medium,67.5
4.9,84.4,81.4,4,1,8.3,100.0,19,2021,Medium,71.0
3.5,100.0,57.1,1,2,6.8,89.6,16,2021,Low,41.3
1.9,95.0,21.4,3,2,7.2,90.7,19,2021,Low,42.1
8.1,82.7,76.4,3,1,7.1,94.0,15,2021,High,60.9
6.2,93.2,48.5,4,5,7.0,85.6,16,2021,High,59.4
2.8,65.5,35.7,3,1,5.7,80.2,16,2021,Low,33.5
2.8,85.6,22.7,4,3,8.3,89.9,15,2021,Low,39.4
5.2,100.0,81.0,5,5,7.4,68.2,18,2021,High,74.8
10.2,76.9,70.1,4,0,7.5,52.5,17,2021,High,69.0
5.4,68.1,64.4,5,3,6.0,91.0,18,2021,Medium,67.0
2.2,70.9,90.2,5,1,6.4,100.0,16,2021,Medium,70.5
5.4,64.7,78.2,1,0,6.8,57.9,17,2021,Low,47.3
5.3,69.0,93.9,4,2,5.2,92.8,17,2021,Medium,74.3
0.0,74.8,45.7,3,4,5.0,100.0,17,2021,Low,50.5
5.9,60.3,67.4,5,0,6.3,78.0,17,2021,Low,59.5
5.4,80.2,42.1,3,2,7.6,63.3,17,2021,Low,53.8
7.7,92.6,64.3,5,2,6.2,80.2,15,2021,High,69.6
10.6,67.3,64.0,4,4,5.8,68.1,18,2021,High,75.3
8.8,100.0,78.0,4,0,6.0,66.9,18,2021,High,64.1
5.3,87.2,68.7,2,3,6.5,85.8,17,2021,Medium,63.1
3.2,94.4,78.0,2,3,6.6,49.1,16,2021,Low,71.8
12.0,70.8,79.3,4,3,9.6,52.0,16,2021,High,86.3
6.1,92.0,100.0,1,4,8.3,78.3,16,2021,High,85.4
6.0,64.7,63.0,4,3,8.2,77.6,16,2021,Medium,64.5
5.9,92.5,52.9,1,0,8.4,84.2,16,2021,Low,61.8
6.5,82.4,71.9,4,2,5.8,100.0,18,2021,Medium,77.0
5.6,87.7,55.2,3,2,5.5,79.9,17,2021,Medium,57.8
4.6,63.5,91.7,4,2,5.7,88.8,17,2021,Medium,64.6
4.6,67.5,63.5,4,2,8.6,60.4,16,2021,Low,57.2
5.9,88.4,59.0,3,2,6.3,91.8,19,2021,Medium,76.4
4.6,66.7,60.5,2,2,5.5,68.5,16,2021,Low,49.6
4.2,86.5,79.5,2,5,6.5,79.3,18,2021,Medium,66.9
6.3,60.9,65.5,4,0,6.7,76.0,19,2021,Medium,56.0
5.4,91.9,57.7,3,4,7.3,96.6,18,2021,Medium,64.6
9.8,62.7,94.6,4,2,7.3,54.4,19,2021,High,73.1
0.0,87.7,54.3,3,3,6.0,36.9,17,2021,Low,52.4
8.7,88.8,68.6,3,3,7.8,74.2,16,2021,High,61.8
9.1,70.2,78.4,3,2,6.2,86.4,16,2021,Medium,73.3
0.8,88.1,41.9,1,2,6.8,80.7,16,2021,Low,48.7
5.1,83.6,75.7,3,2,7.8,100.0,15,2021,Medium,64.8
5.1,72.5,51.1,5,2,6.2,85.9,17,2021,Low,53.3
2.5,65.9,81.2,5,4,6.3,67.9,16,2021,Medium,70.1
4.1,52.5,52.6,3,3,7.7,36.1,18,2021,Low,53.7
3.2,84.9,79.1,4,1,6.0,73.7,16,2021,Medium,69.2
10.4,58.1,85.7,4,1,6.5,96.5,17,2021,High,80.8
8.3,81.3,81.8,3,2,7.7,70.9,19,2021,High,78.9
9.2,76.3,72.0,1,0,9.5,78.5,16,2021,Medium,61.1
7.8,89.5,64.3,2,3,7.7,85.6,18,2021,High,66.1
3.2,75.8,58.8,3,1,7.6,59.7,18,2021,Low,61.1
4.7,75.4,91.5,5,2,7.6,89.2,16,2021,High,69.1
7.2,90.2,56.8,4,0,5.7,100.0,17,2021,Medium,51.5
2.9,84.7,51.4,2,2,7.1,74.9,16,2021,Low,50.0
7.8,84.4,78.6,2,3,7.0,57.7,18,2021,High,73.8
5.4,86.6,55.3,4,2,7.4,76.8,17,2021,Low,53.5
5.1,58.5,52.8,4,5,7.1,38.0,17,2021,Medium,56.4
7.8,90.6,44.9,4,4,7.5,84.1,18,2021,High,60.4
7.1,88.6,60.3,4,2,6.6,86.1,16,2021,High,62.3
5.1,65.8,66.7,1,0,7.1,100.0,18,2021,Low,57.4
8.9,76.6,71.9,4,3,5.5,74.5,18,2021,High,69.5
3.3,79.4,83.2,4,4,6.6,85.4,18,2021,High,72.0
7.5,78.1,76.4,3,3,8.7,62.5,18,2021,Medium,64.9
7.5,84.7,64.9,4,1,7.4,71.6,17,2021,Medium,57.3
5.2,100.0,64.8,3,5,7.0,50.5,19,2021,Medium,69.7
6.8,95.1,76.2,1,1,9.3,74.5,16,2021,Medium,64.1
2.9,61.6,88.4,3,3,5.4,72.5,17,2021,Low,65.2
8.3,88.7,70.0,2,4,5.7,83.4,16,2021,High,64.4
5.5,98.6,60.5,3,1,9.1,66.8,19,2021,Medium,60.2
4.7,85.4,52.1,3,4,7.1,79.5,18,2021,Low,60.4
8.6,95.3,44.9,3,2,6.7,72.0,18,2021,Medium,71.8
4.2,100.0,78.7,3,5,5.6,72.0,15,2021,High,62.4
2.5,94.3,77.2,3,1,7.5,79.4,18,2021,Medium,64.3
2.1,83.5,77.2,1,5,7.7,78.7,18,2021,Medium,68.3
7.5,94.6,65.9,4,0,5.7,91.7,17,2021,Medium,59.8
2.8,82.0,90.5,3,3,6.8,75.8,16,2021,Medium,74.1
10.4,80.3,60.3,3,2,6.6,71.7,17,2021,High,61.6
0.8,75.1,83.3,5,2,7.3,74.7,15,2021,Low,64.2
10.2,100.0,67.4,4,1,5.7,65.1,17,2021,High,68.6
6.5,68.5,58.3,5,3,8.5,71.5,16,2021,High,71.4
5.8,100.0,77.5,3,1,8.1,100.0,16,2021,Medium,66.2
4.6,87.0,74.6,2,2,6.6,61.6,16,2021,Low,57.8
7.0,60.4,73.7,4,1,6.7,73.0,16,2021,High,76.2
5.9,85.1,69.3,3,5,6.8,71.0,15,2021,High,64.2
8.8,50.6,67.4,3,0,6.1,73.6,19,2021,Low,60.8
6.3,88.8,100.0,2,1,6.5,72.0,17,2021,Medium,64.2
6.4,92.4,86.9,4,1,6.7,83.0,16,2021,High,70.3
5.1,71.7,79.6,2,2,8.9,47.2,17,2021,Low,65.3
5.9,81.7,69.8,5,1,8.1,96.7,17,2021,Medium,59.5
6.8,100.0,84.1,5,2,8.1,89.4,19,2021,High,74.7
1.7,72.9,76.3,3,4,7.4,55.6,16,2021,Low,66.4
2.6,65.2,68.4,4,3,5.7,37.2,16,2021,Medium,59.8
7.9,100.0,63.1,4,2,7.0,60.4,19,2021,High,73.5
6.4,100.0,66.7,4,0,8.2,73.6,16,2021,High,69.4
5.5,80.1,17.3,3,3,5.5,100.0,15,2021,Low,44.3
6.0,94.2,71.4,4,1,7.8,87.8,15,2021,High,74.5
6.9,98.8,60.2,3,3,9.8,45.5,15,2021,High,69.2
4.7,69.6,93.5,5,1,8.3,65.6,19,2021,High,85.5
4.1,73.2,68.3,3,2,8.7,77.0,16,2021,Medium,67.9
6.5,97.2,49.0,3,2,7.3,82.6,19,2021,Medium,53.9
3.6,100.0,67.2,4,4,8.2,54.3,19,2021,Medium,73.4
7.0,87.9,51.3,4,1,6.1,75.6,17,2021,Medium,61.2
1.7,67.7,75.6,4,2,8.0,65.1,15,2021,Low,58.5
8.6,100.0,72.7,2,1,7.8,58.1,15,2021,High,70.6
7.2,72.6,83.3,3,3,7.3,82.7,17,2021,High,80.1
6.6,75.3,55.3,5,4,8.6,91.9,17,2021,High,70.7
8.5,84.8,68.5,4,2,6.4,93.1,17,2021,High,83.4
10.2,100.0,46.2,4,2,6.8,88.3,17,2021,High,70.2
8.5,92.0,79.2,1,4,7.1,69.0,19,2021,Medium,72.1
1.4,85.8,76.3,3,2,5.8,90.9,17,2021,Low,57.2
2.8,86.5,75.9,4,2,7.3,83.6,17,2021,High,68.9
4.4,80.6,68.0,4,2,4.9,80.4,18,2021,Medium,62.4
6.1,87.8,74.6,1,3,8.3,67.0,15,2021,Medium,70.0
7.3,44.6,93.7,5,1,7.1,69.1,16,2021,High,79.2
4.2,75.8,63.4,3,3,6.4,79.3,15,2021,Low,61.0
6.5,83.4,70.2,2,2,6.0,100.0,15,2021,Medium,64.9
4.1,63.9,50.6,3,0,6.7,83.4,17,2021,Low,50.0
4.5,85.4,54.1,3,3,7.8,67.0,16,2021,Low,48.4
2.5,77.1,69.6,3,2,7.7,63.0,17,2021,Low,64.8
3.7,100.0,85.7,1,1,6.2,69.1,19,2021,Low,53.8
2.6,100.0,63.9,2,3,6.0,100.0,16,2021,Medium,69.1
3.6,73.5,64.2,4,4,7.8,70.8,17,2021,Medium,62.1
8.6,77.9,61.5,2,4,6.1,94.3,15,2021,Medium,69.3
3.6,79.0,59.4,3,5,7.1,71.2,16,2021,Low,60.3
12.0,73.7,72.7,3,4,7.1,82.7,17,2021,High,79.8
7.2,82.7,44.0,3,0,7.4,92.3,19,2021,Medium,58.8
6.5,69.4,88.5,4,2,8.0,67.7,16,2021,High,80.3
3.9,64.2,57.4,3,3,5.5,66.5,15,2021,Low,54.0
7.8,88.7,79.6,4,2,4.7,100.0,16,2021,High,77.0
4.6,88.8,47.7,4,3,6.3,95.7,15,2021,Medium,51.8
6.3,68.7,78.7,2,3,9.2,92.2,16,2021,High,71.8
12.0,92.5,78.8,2,2,9.4,92.2,17,2021,High,84.6
5.8,71.2,74.1,3,4,9.2,86.3,15,2021,Medium,70.4
8.9,83.5,52.1,3,2,6.8,100.0,17,2021,Medium,64.4
4.2,91.5,72.0,4,2,4.9,78.8,17,2021,Medium,64.8
5.9,79.5,49.1,4,5,4.2,88.4,17,2021,Medium,63.9
10.4,86.4,64.0,3,2,6.3,51.9,15,2021,Medium,60.0
4.4,72.8,84.5,2,1,6.8,63.2,19,2021,Low,72.5
10.5,77.2,80.7,3,2,8.6,56.4,16,2021,High,73.1
7.8,77.1,68.2,4,3,8.0,100.0,18,2021,High,61.3
