study_hours,attendance,previous_grade,parental_support,extracurricular,sleep_hours,assignments_completed,age,year,performance,final_grade
6.0,69.5,70.4,5,1,7.0,76.7,16,2022,Medium,74.5
6.7,57.3,56.8,5,1,6.0,80.2,15,2022,Medium,68.0
8.4,84.8,81.0,3,2,7.9,89.2,17,2022,High,69.3
2.8,92.5,71.3,3,2,7.0,76.7,16,2022,Low,60.3
8.0,91.1,55.9,4,1,5.3,63.3,17,2022,High,62.4
4.6,76.3,67.1,4,3,4.4,76.9,16,2022,Medium,67.9
8.7,68.6,78.1,3,5,7.4,62.6,17,2022,High,78.3
6.8,90.4,76.8,4,1,6.0,79.9,18,2022,High,75.5
5.5,88.9,75.8,2,0,7.5,95.9,17,2022,Medium,59.2
4.5,83.0,69.5,3,3,6.1,56.9,15,2022,Medium,59.3
8.1,100.0,84.4,4,1,7.2,50.4,15,2022,High,79.5
9.2,79.6,87.8,3,2,6.5,78.9,16,2022,High,73.2
4.7,76.4,79.8,3,2,9.1,64.2,17,2022,Medium,61.4
3.2,74.4,58.6,5,4,8.1,78.6,15,2022,Medium,62.6
7.7,58.1,51.1,4,3,8.6,83.8,16,2022,Medium,52.6
2.4,89.3,59.3,5,0,7.0,39.4,18,2022,Low,68.4
2.7,78.5,99.3,4,0,8.0,90.4,15,2022,Medium,71.1
3.3,87.1,72.5,4,1,7.1,56.9,19,2022,Low,60.7
5.0,100.0,100.0,4,2,8.8,77.6,18,2022,High,84.6
2.7,74.5,66.1,2,2,6.9,66.1,18,2022,Low,46.5
1.2,47.3,63.9,3,3,5.3,68.1,18,2022,Low,55.3
3.2,86.7,66.8,3,2,4.6,100.0,15,2022,Low,60.0
7.6,82.3,66.5,5,2,9.0,83.7,16,2022,High,66.8
2.8,69.7,55.6,3,2,7.6,94.3,15,2022,Low,53.8
5.1,85.6,49.6,3,0,7.7,80.7,15,2022,Low,56.5
10.9,91.0,76.0,4,5,8.8,89.2,16,2022,High,87.9
5.9,66.7,84.9,3,1,5.0,85.5,18,2022,Medium,82.2
6.9,75.8,100.0,1,1,6.6,82.6,16,2022,Low,64.2
3.6,100.0,61.1,2,1,6.7,97.9,16,2022,Low,50.1
11.4,69.9,62.4,4,2,7.9,80.8,17,2022,High,67.7
4.6,80.9,55.7,3,4,6.2,100.0,15,2022,Low,43.9
5.4,43.3,86.0,2,1,5.6,95.3,16,2022,Low,66.4
9.3,59.3,81.0,3,2,5.5,57.5,16,2022,Medium,70.4
5.5,82.2,54.0,3,0,8.4,74.8,18,2022,Low,53.6
6.1,97.2,53.6,3,3,6.1,85.1,17,2022,Medium,58.7
5.3,60.9,83.2,5,3,6.3,78.8,17,2022,High,74.4
5.3,81.0,74.1,3,3,7.8,90.4,15,2022,Medium,69.2
6.9,74.7,80.1,1,2,6.2,92.3,19,2022,Medium,66.3
7.4,93.3,53.9,5,4,5.0,53.5,16,2022,High,59.4
4.4,63.0,38.0,4,2,5.1,100.0,18,2022,Low,47.8
4.1,86.0,54.0,3,2,6.9,69.1,19,2022,Low,63.3
4.5,70.8,79.0,3,3,7.6,67.3,17,2022,Medium,66.2
2.5,83.1,100.0,5,2,6.8,67.2,17,2022,Medium,76.0
2.0,81.0,61.1,3,1,7.5,92.6,15,2022,Low,59.9
6.7,76.5,100.0,4,2,5.1,73.2,16,2022,High,75.2
8.3,86.7,81.3,3,0,5.1,66.1,18,2022,Medium,73.2
8.2,80.6,45.7,3,2,9.7,70.4,15,2022,Medium,52.8
0.0,78.1,71.4,4,3,8.5,45.7,19,2022,Low,66.1
5.4,75.0,81.8,3,1,7.9,62.8,17,2022,Medium,73.1
3.2,81.1,29.2,1,3,6.2,55.7,17,2022,Low,36.9
6.4,83.1,78.3,4,4,6.7,73.2,17,2022,High,72.7
5.0,66.2,86.8,2,2,7.0,90.0,16,2022,Low,70.4
7.5,75.1,74.4,3,1,8.6,88.0,16,2022,High,60.4
6.0,65.2,67.0,4,4,7.5,100.0,16,2022,High,68.5
1.3,79.4,65.2,4,3,7.6,96.6,16,2022,Low,62.7
3.6,71.7,64.3,3,1,6.8,68.5,19,2022,Low,53.0
6.0,90.8,49.2,4,2,8.0,78.3,16,2022,Medium,60.8
6.2,89.4,57.0,2,3,7.4,77.4,17,2022,Medium,50.0
2.5,67.1,61.3,4,2,7.1,39.3,16,2022,Low,49.3
2.2,80.0,69.8,4,3,6.1,56.1,18,2022,Medium,65.8
6.1,88.9,59.1,5,2,6.9,75.0,17,2022,High,63.5
2.5,77.5,54.1,4,3,5.7,74.9,17,2022,Low,47.0
1.8,69.8,80.2,3,2,7.0,87.2,19,2022,Medium,72.5
4.9,64.7,73.9,2,3,7.1,86.3,18,2022,Low,61.6
4.8,92.0,59.4,3,5,4.1,46.1,17,2022,Medium,54.9
3.8,92.6,76.1,3,2,6.7,87.3,19,2022,Medium,67.3
4.2,77.1,60.7,2,3,5.6,81.2,17,2022,Medium,55.9
6.0,90.7,69.0,5,1,7.6,89.2,18,2022,High,67.1
4.2,38.5,83.6,5,1,7.8,97.2,17,2022,Low,64.5
6.2,98.6,58.3,1,4,6.5,75.4,15,2022,Medium,57.8
5.0,77.8,49.2,4,0,7.7,100.0,19,2022,Low,57.2
6.4,82.0,65.7,4,1,7.7,62.0,16,2022,Medium,69.8
8.2,75.5,46.2,3,2,6.7,61.0,16,2022,Medium,57.2
8.1,99.5,63.6,3,2,8.8,85.7,16,2022,High,68.7
9.2,65.1,63.5,3,3,6.1,71.4,16,2022,High,62.9
8.1,100.0,28.6,2,1,8.8,82.7,16,2022,Low,50.1
6.6,85.5,76.5,4,0,6.7,100.0,17,2022,High,72.5
4.9,88.7,65.1,5,2,6.0,85.1,19,2022,High,63.5
5.0,75.4,86.9,3,2,6.6,81.8,15,2022,Medium,69.1
3.8,61.7,71.4,4,2,5.7,62.4,18,2022,Medium,68.3
6.0,93.0,79.8,3,3,7.9,47.4,15,2022,Medium,71.0
7.7,84.4,87.0,5,2,5.1,76.7,15,2022,High,75.5
4.2,99.1,65.9,5,1,8.7,97.2,17,2022,Medium,66.2
5.9,77.3,68.0,2,3,5.9,72.2,18,2022,Low,59.3
4.3,74.1,42.8,5,0,8.0,85.2,16,2022,Low,51.4
6.5,99.4,87.8,2,1,7.0,100.0,16,2022,Medium,67.6
4.6,100.0,65.7,2,3,7.3,100.0,16,2022,Medium,68.9
4.2,80.1,51.9,4,1,6.3,85.7,19,2022,Low,54.0
4.3,69.5,79.8,3,2,7.4,81.1,16,2022,Low,66.9
7.3,91.3,33.1,3,2,7.2,50.7,17,2022,Medium,44.3
5.8,76.4,61.1,4,2,5.3,66.7,18,2022,Medium,54.2
4.9,88.4,82.5,1,2,5.8,72.9,17,2022,Low,64.6
6.7,76.4,61.0,3,5,6.4,62.7,19,2022,Medium,72.4
5.0,100.0,56.5,3,2,6.1,82.5,19,2022,Medium,71.7
8.8,70.2,61.3,3,3,8.5,100.0,17,2022,High,61.5
3.6,86.7,35.8,1,4,7.0,100.0,17,2022,Low,48.8
5.5,73.2,79.4,2,3,6.1,82.4,16,2022,Low,65.4
2.5,76.1,66.0,4,2,6.4,92.0,19,2022,Low,61.7
5.1,74.2,63.6,5,2,6.4,64.9,16,2022,High,70.6
1.8,90.3,63.7,2,2,6.7,100.0,18,2022,Low,53.0
7.9,92.9,68.2,3,3,5.7,49.9,16,2022,High,70.0
7.9,87.8,78.5,4,0,6.0,94.4,16,2022,Medium,59.9
8.0,78.5,67.2,5,4,7.9,86.9,15,2022,High,75.7
6.1,82.0,46.2,3,2,7.2,64.4,17,2022,Medium,55.3
3.8,92.6,77.2,5,3,6.8,74.2,16,2022,High,68.4
4.0,93.0,76.0,3,0,7.0,57.6,15,2022,Low,64.2
9.8,42.3,71.3,5,4,6.9,58.4,16,2022,High,74.8
9.6,76.2,85.2,2,1,6.7,49.4,16,2022,High,78.7
6.3,76.9,68.5,5,3,7.6,91.8,17,2022,High,63.4
4.7,89.4,85.8,3,2,7.5,99.7,16,2022,Medium,82.4
9.4,79.1,90.5,5,3,5.1,39.1,15,2022,High,86.4
4.3,90.1,77.3,3,3,6.8,100.0,17,2022,Medium,75.5
6.6,64.9,56.0,3,1,5.2,77.8,18,2022,Low,52.8
9.4,83.6,65.9,4,2,7.8,83.2,17,2022,High,77.7
3.9,92.6,87.8,4,1,7.9,51.5,19,2022,Medium,62.3
8.1,59.4,44.0,4,2,6.3,100.0,15,2022,Medium,56.2
7.3,100.0,61.7,3,3,6.9,81.6,18,2022,High,72.6
5.9,96.7,62.5,4,0,4.5,98.5,17,2022,High,70.4
3.5,80.0,54.2,5,2,8.2,100.0,17,2022,Medium,55.1
4.2,68.4,82.0,1,3,7.9,100.0,17,2022,Low,68.5
6.7,77.5,74.0,4,1,8.4,66.3,16,2022,High,72.0
2.4,81.2,56.6,5,5,8.8,74.3,16,2022,High,61.9
6.3,86.2,77.7,4,2,5.5,67.0,17,2022,High,64.2
7.4,100.0,65.5,4,1,8.1,94.1,15,2022,High,71.0
8.5,73.3,53.8,5,1,8.8,84.0,17,2022,High,63.8
2.5,87.9,56.6,4,2,5.2,97.2,18,2022,Low,53.3
9.3,61.9,75.0,4,2,6.8,98.0,16,2022,High,66.7
10.2,74.2,83.0,5,1,6.6,46.9,16,2022,Medium,67.9
7.0,85.3,60.2,5,0,8.0,100.0,16,2022,Medium,66.4
3.4,89.7,76.7,4,2,4.1,95.1,15,2022,Low,73.0
5.2,69.5,93.3,2,2,9.2,71.4,15,2022,Medium,68.5
5.9,73.8,47.9,3,1,6.9,84.3,16,2022,Low,59.7
6.7,100.0,73.7,4,3,8.1,75.8,15,2022,High,75.2
6.1,96.3,81.3,4,5,6.9,89.1,16,2022,High,74.0
6.7,82.9,66.5,3,5,7.6,71.3,16,2022,High,64.0
5.8,48.7,87.8,2,4,4.2,86.6,19,2022,Medium,67.5
6.7,100.0,100.0,3,3,6.5,79.2,19,2022,High,85.3
4.8,79.7,73.5,4,1,8.0,70.2,16,2022,Medium,64.5
5.2,75.6,64.3,5,1,7.3,81.4,16,2022,High,63.4
4.6,72.7,83.6,5,2,5.0,100.0,17,2022,Medium,67.0
10.8,85.3,81.5,3,3,7.1,65.7,15,2022,High,76.6
9.7,85.4,27.7,3,4,6.0,73.5,17,2022,Medium,56.3
7.4,93.3,68.0,3,1,5.9,66.0,16,2022,Medium,61.3
9.3,67.0,61.7,3,2,5.2,67.9,16,2022,High,70.7
8.0,75.6,74.3,4,3,7.7,92.7,18,2022,High,75.7
6.5,100.0,64.9,3,2,8.3,90.9,18,2022,High,60.0
2.2,83.1,66.6,1,2,9.5,77.9,19,2022,Low,55.9
5.3,77.6,54.2,3,1,5.2,96.5,16,2022,Low,39.2
5.2,66.8,79.8,3,5,7.9,92.3,18,2022,High,67.8
3.2,87.1,94.5,1,2,8.0,75.1,17,2022,Medium,73.2
2.3,94.4,54.4,3,2,6.3,50.4,17,2022,Low,53.8
7.2,92.2,45.6,3,1,5.9,92.9,18,2022,Medium,48.3
6.8,76.4,68.3,3,2,5.7,81.1,19,2022,Low,56.1
3.1,85.1,67.5,3,1,6.4,78.4,18,2022,Low,46.9
4.1,100.0,86.7,4,1,7.2,69.6,16,2022,High,68.6
8.9,95.0,48.3,5,1,8.6,91.4,17,2022,High,68.9
3.8,69.0,59.4,3,0,8.3,84.3,17,2022,Low,46.4
6.4,44.4,33.6,4,2,5.1,73.7,18,2022,Low,49.9
5.5,84.2,90.0,5,2,6.1,55.9,17,2022,High,74.5
7.3,91.2,72.0,3,4,8.6,97.2,16,2022,High,73.9
3.9,64.8,60.6,2,0,6.1,88.9,17,2022,Low,57.6
6.2,79.9,46.8,3,0,6.9,82.6,15,2022,Low,53.3
6.4,76.3,48.3,3,4,5.0,30.2,19,2022,Low,56.5
6.6,81.5,74.6,4,1,8.4,77.3,15,2022,Medium,56.7
6.2,72.4,50.3,1,0,4.7,73.7,17,2022,Low,53.0
6.9,98.1,69.7,5,1,5.0,66.9,18,2022,High,66.7
11.5,82.1,100.0,2,3,8.3,91.6,17,2022,High,81.9
12.0,67.7,62.4,5,3,9.3,90.9,18,2022,High,74.5
4.4,92.8,52.6,5,2,6.7,85.9,18,2022,Medium,67.4
0.2,62.3,74.1,5,3,6.9,96.7,15,2022,Low,57.1
7.5,98.0,48.4,4,2,8.1,59.6,17,2022,High,58.7
6.5,93.9,95.5,2,4,7.3,69.8,17,2022,High,77.4
8.7,99.5,90.5,4,0,6.6,79.3,17,2022,High,78.1
6.7,77.8,65.4,3,3,6.4,66.8,17,2022,Medium,69.8
6.1,73.1,53.6,5,1,5.1,91.1,17,2022,Medium,66.5
8.8,81.2,61.2,3,2,7.3,68.6,16,2022,Medium,75.0
9.2,78.8,63.3,3,1,6.9,100.0,17,2022,High,70.9
2.5,70.9,74.1,5,3,6.5,61.2,15,2022,Low,64.9
4.0,72.2,84.6,1,3,5.8,100.0,15,2022,Low,59.4
5.7,74.9,51.4,2,2,5.9,100.0,17,2022,Low,62.2
6.2,63.6,84.2,3,3,7.7,76.3,17,2022,Low,66.5
5.4,89.5,77.9,4,3,8.1,98.6,15,2022,High,72.7
7.1,79.3,59.9,4,3,6.6,70.8,18,2022,High,67.0
8.5,75.7,50.6,4,1,6.5,96.2,16,2022,Low,53.1
10.3,64.5,69.9,5,2,6.0,74.8,19,2022,High,59.3
7.4,63.8,51.0,2,1,8.1,54.9,16,2022,Low,51.1
3.9,100.0,84.4,3,2,7.0,14.4,15,2022,Medium,76.7
5.6,71.2,50.0,4,3,7.4,73.2,18,2022,Medium,63.2
5.8,88.5,76.8,4,3,7.4,83.0,17,2022,High,74.1
7.3,82.3,66.7,3,3,6.6,100.0,16,2022,High,69.6
7.0,41.1,59.0,1,2,5.6,78.7,16,2022,Low,51.0
11.1,100.0,66.4,2,3,5.8,96.1,16,2022,High,74.7
4.8,89.6,85.3,2,2,8.4,69.8,16,2022,Medium,68.6
7.0,69.3,48.9,3,4,6.1,71.9,15,2022,Medium,58.1
11.9,79.6,61.4,2,2,6.5,97.0,17,2022,High,77.6
4.5,63.9,56.0,3,3,5.6,33.6,18,2022,Low,58.3
6.4,100.0,67.4,2,3,5.5,78.2,18,2022,Medium,65.4
3.6,67.3,57.0,4,4,6.1,70.8,15,2022,Low,58.3
6.2,72.7,39.7,5,2,9.0,100.0,18,2022,Medium,59.0
4.0,69.8,51.1,3,2,7.8,68.5,17,2022,Low,56.1
8.6,81.1,94.2,3,2,6.4,87.3,16,2022,High,76.2
6.4,99.2,71.9,5,2,8.3,94.6,18,2022,High,73.2
3.7,100.0,71.4,3,3,6.8,51.1,16,2022,Low,57.0
8.1,74.4,63.5,5,4,8.6,75.5,16,2022,High,73.8
6.4,85.3,67.2,2,1,9.7,70.2,16,2022,Low,63.3
8.4,81.1,61.1,5,2,8.2,95.0,17,2022,High,65.8
3.1,66.3,76.4,3,4,7.1,90.2,15,2022,Low,66.1
6.9,100.0,69.6,1,1,7.8,73.8,18,2022,Low,68.8
7.9,99.1,49.3,5,2,7.0,59.1,17,2022,High,64.5
4.9,82.6,72.1,5,4,4.8,96.7,17,2022,High,71.6
2.9,100.0,28.7,3,4,6.2,76.8,15,2022,Low,50.9
5.9,97.0,74.6,5,2,5.9,48.9,18,2022,High,68.9
9.1,81.1,45.5,2,0,6.2,50.4,17,2022,Medium,56.9
8.8,84.6,66.5,4,1,9.2,85.9,17,2022,High,74.9
4.9,100.0,48.9,2,2,8.3,55.0,18,2022,Low,50.7
2.8,66.8,68.0,3,1,7.5,100.0,15,2022,Low,59.6
4.9,100.0,77.3,4,1,8.0,61.1,16,2022,Medium,65.5
4.8,76.8,92.0,3,3,4.7,78.0,17,2022,High,71.6
7.1,100.0,43.3,1,3,7.9,80.9,17,2022,High,59.4
5.7,79.9,83.6,3,3,8.1,64.9,16,2022,Medium,67.9
4.1,84.7,70.1,3,1,4.3,37.7,16,2022,Low,52.8
8.8,79.5,60.8,4,1,7.9,81.4,16,2022,High,63.8
6.4,72.6,80.2,2,3,5.3,64.4,19,2022,Medium,67.5
7.1,76.2,64.2,4,3,4.6,80.1,16,2022,Medium,62.8
1.7,99.3,79.5,3,3,8.6,75.8,16,2022,Medium,64.7
0.0,47.6,52.1,3,5,5.8,82.7,18,2022,Low,50.7
2.4,62.7,57.9,3,4,6.1,100.0,17,2022,Low,57.9
4.8,69.8,83.1,4,2,8.2,68.2,17,2022,High,66.3
7.4,64.9,91.8,2,2,6.6,69.6,17,2022,Medium,71.1
0.1,100.0,67.4,3,2,6.8,48.0,17,2022,Low,44.4
10.0,97.6,23.4,3,3,6.8,74.5,17,2022,Medium,51.6
6.4,88.3,64.8,5,2,7.4,85.4,15,2022,High,69.9
9.4,71.1,68.5,2,3,6.7,69.3,18,2022,Medium,67.1
3.8,98.7,64.3,4,0,7.1,85.5,16,2022,Low,59.3
7.3,57.8,73.4,2,3,6.4,74.8,16,2022,Low,64.2
6.2,100.0,60.4,2,0,7.4,54.6,16,2022,Low,59.3
8.0,70.4,81.4,3,2,7.4,83.6,18,2022,Medium,67.4
5.4,76.3,49.3,2,4,9.3,74.3,17,2022,Medium,52.3
7.2,74.0,87.8,3,0,6.5,80.2,18,2022,Medium,67.3
8.8,65.0,92.8,5,2,6.8,67.8,17,2022,High,71.4
4.4,100.0,53.4,1,1,7.3,66.2,15,2022,Low,51.0
6.6,91.0,53.4,3,4,8.2,80.8,16,2022,High,64.0
1.3,97.0,74.6,3,3,5.7,73.8,17,2022,Low,65.2
7.8,62.9,49.0,3,4,7.1,100.0,16,2022,Medium,56.6
10.9,82.5,60.1,3,4,4.0,92.4,16,2022,High,69.0
2.9,87.3,85.6,5,3,6.7,87.8,18,2022,High,78.6
5.8,83.8,79.8,1,1,8.3,74.8,18,2022,Low,61.2
8.2,63.8,99.7,4,2,6.1,41.5,16,2022,High,81.8
6.1,95.1,70.7,3,2,7.2,63.5,18,2022,High,70.6
6.4,81.7,58.2,3,2,6.4,66.3,17,2022,Low,70.3
5.0,66.6,68.8,3,3,6.0,73.1,15,2022,Medium,59.2
4.9,54.0,65.6,3,1,8.2,77.4,16,2022,Low,54.6
5.8,88.5,65.8,2,1,5.7,89.8,16,2022,Low,51.2
6.1,100.0,67.6,2,2,7.4,82.9,16,2022,Medium,62.8
3.0,65.8,53.1,3,1,7.4,98.9,16,2022,Low,48.5
5.8,82.4,72.5,4,3,6.0,72.4,19,2022,High,70.6
9.9,95.5,45.5,2,2,7.2,82.6,17,2022,Medium,59.8
5.0,62.2,56.5,4,3,5.9,84.2,18,2022,Low,51.8
2.9,73.3,66.1,3,0,7.6,82.4,16,2022,Low,42.8
5.6,68.0,31.8,5,5,5.4,100.0,16,2022,Medium,59.1
4.2,93.8,80.3,3,0,6.6,92.5,18,2022,Low,67.5
2.7,98.6,35.1,2,2,6.7,54.3,17,2022,Low,43.9
6.3,82.2,78.7,5,3,8.3,75.9,18,2022,High,74.7
4.2,68.2,47.3,2,0,7.2,77.7,15,2022,Low,47.6
4.4,73.8,61.5,4,0,8.1,100.0,19,2022,Low,57.5
6.4,71.2,76.3,4,0,7.7,72.1,17,2022,Medium,68.4
2.2,66.3,100.0,3,2,7.7,60.3,16,2022,Low,73.2
1.6,78.6,69.9,5,4,6.6,85.9,17,2022,Medium,71.2
7.7,88.0,36.3,4,2,8.2,86.9,18,2022,High,50.7
1.2,86.9,83.3,4,3,6.6,76.7,15,2022,Medium,65.3
3.6,79.9,64.3,5,2,4.9,74.0,19,2022,Medium,70.2
1.5,80.8,69.1,3,0,6.7,95.1,17,2022,Low,55.3
4.8,78.9,76.9,2,0,7.5,62.6,16,2022,Low,65.8
7.1,61.8,32.4,4,4,5.1,71.9,16,2022,Low,59.5
6.3,82.2,68.1,3,1,5.9,68.6,16,2022,Medium,67.7
12.0,71.8,61.4,2,5,5.5,97.7,16,2022,High,74.2
8.7,61.1,87.5,3,1,7.9,83.1,17,2022,Medium,69.7
3.7,85.2,79.6,5,3,9.0,58.8,18,2022,High,75.0
3.0,71.4,42.0,2,4,6.7,60.6,17,2022,Low,36.7
12.0,83.2,88.2,4,2,7.6,100.0,17,2022,High,79.8
8.7,91.9,75.2,3,3,7.6,97.5,15,2022,High,71.9
7.5,66.7,43.2,2,2,8.9,93.1,19,2022,Low,54.3
6.2,81.3,68.9,4,2,6.2,78.2,16,2022,High,69.1
6.7,54.7,84.6,5,1,6.7,100.0,16,2022,Medium,70.6
2.3,100.0,48.6,3,3,6.6,58.1,17,2022,Low,56.2
6.4,61.0,90.0,3,1,7.1,91.6,18,2022,Low,62.1
6.2,72.8,43.8,3,1,10.0,70.0,19,2022,Low,50.0
3.7,98.7,55.3,4,5,7.0,73.5,19,2022,Medium,57.8
4.7,76.7,52.9,1,2,6.0,91.1,19,2022,Low,50.6
9.8,63.2,90.0,3,2,5.6,75.4,17,2022,High,79.1
5.7,90.0,60.1,4,5,8.5,70.2,16,2022,High,73.3
11.2,89.7,49.4,3,2,6.0,69.1,17,2022,High,66.6
1.6,71.1,75.1,3,2,7.8,42.2,15,2022,Low,61.2
4.7,72.7,78.6,5,3,6.2,91.7,16,2022,High,64.5
2.1,73.9,78.7,5,2,5.5,59.9,15,2022,Low,57.5
3.0,77.1,63.7,5,1,7.7,100.0,16,2022,Low,53.2
3.9,53.5,72.1,3,2,6.2,72.8,17,2022,Low,61.4
6.8,77.5,57.6,5,3,7.5,100.0,16,2022,High,63.5
6.7,100.0,94.8,4,0,7.6,45.4,16,2022,High,84.7
4.3,67.5,86.3,2,2,7.7,91.2,18,2022,Medium,69.4
0.4,71.8,85.3,4,2,6.7,95.8,17,2022,Medium,58.1
9.7,63.4,80.7,1,1,7.8,100.0,19,2022,Medium,63.3
5.3,88.6,76.3,4,3,5.9,50.5,17,2022,High,75.6
3.2,96.8,48.1,4,1,4.1,65.4,16,2022,Low,56.4
6.7,96.5,78.1,4,3,7.8,88.4,15,2022,High,71.1
6.5,62.5,69.8,2,2,7.2,80.7,17,2022,Low,57.0
5.2,87.0,88.2,4,1,6.3,83.3,18,2022,Medium,59.8
6.4,100.0,80.9,2,1,5.2,71.5,16,2022,Medium,75.6
3.1,87.1,76.8,5,1,4.6,100.0,18,2022,Medium,65.0
7.9,86.7,41.1,4,0,7.1,100.0,17,2022,Medium,66.1
3.5,73.4,66.6,2,3,9.0,79.9,15,2022,Low,55.5
4.5,83.1,59.1,2,3,6.8,86.2,17,2022,Low,59.1
7.6,97.3,72.0,4,1,6.6,79.0,17,2022,High,76.4
9.0,84.6,61.4,3,3,7.0,100.0,15,2022,High,77.5
10.0,62.5,63.6,4,5,9.6,92.9,16,2022,High,76.9
8.6,73.6,75.3,3,0,7.9,58.8,18,2022,Medium,66.2
5.2,96.9,61.1,4,2,5.9,67.0,17,2022,Medium,64.5
2.1,84.5,69.9,2,3,7.0,59.8,16,2022,Low,51.9
9.5,81.7,43.7,3,0,7.4,100.0,19,2022,Low,50.4
9.4,72.2,54.7,5,3,5.7,89.4,16,2022,High,68.7
4.3,96.6,78.5,4,5,7.9,67.3,16,2022,High,81.9
8.3,100.0,48.3,1,0,6.0,65.8,16,2022,Low,53.5
5.2,97.7,87.9,5,3,5.2,92.5,18,2022,High,84.7
9.8,100.0,83.6,2,2,7.1,94.3,17,2022,High,73.7
4.7,75.0,63.7,4,1,6.9,92.4,17,2022,Low,66.5
10.9,73.0,100.0,3,2,7.0,70.3,19,2022,High,89.0
8.0,77.8,87.9,3,0,6.1,83.5,18,2022,High,76.3
10.5,80.5,52.8,2,2,6.2,80.0,16,2022,Medium,66.0
4.8,100.0,79.9,2,0,8.4,61.1,18,2022,Low,65.6
7.0,96.3,69.1,5,3,7.5,61.3,18,2022,High,76.3
3.6,87.5,55.6,5,2,5.9,85.4,16,2022,Medium,71.6
8.1,60.0,50.9,3,2,4.7,81.5,16,2022,Low,60.5
8.2,56.4,83.9,2,1,5.9,88.0,18,2022,Medium,68.8
12.0,83.4,58.4,5,2,7.2,92.2,16,2022,High,71.4
7.2,92.3,66.4,3,1,6.2,100.0,16,2022,High,69.9
7.8,78.9,53.3,3,3,6.1,64.0,18,2022,Medium,52.1
4.8,100.0,56.0,3,1,6.3,89.3,18,2022,Medium,64.5
7.4,64.8,66.0,3,3,6.9,91.5,15,2022,Medium,60.0
5.1,63.1,74.2,3,1,7.9,72.4,17,2022,Low,65.3
6.3,70.7,26.6,4,3,7.0,80.2,17,2022,Low,56.9
6.4,70.2,68.3,3,2,7.1,72.8,17,2022,Low,53.7
5.1,87.4,56.1,5,2,6.7,100.0,19,2022,High,64.1
6.2,74.1,90.4,3,3,6.4,79.9,17,2022,Medium,67.6
5.1,58.3,100.0,4,2,8.1,86.1,17,2022,Medium,66.7
5.1,92.5,62.3,3,3,7.9,73.2,19,2022,Medium,62.7
8.7,55.4,40.4,4,3,9.5,69.4,15,2022,High,62.6
6.4,65.0,69.9,2,2,7.7,54.6,15,2022,Low,65.5
6.9,57.3,64.7,2,4,6.4,97.8,17,2022,Low,60.8
2.4,82.9,99.5,4,3,5.9,91.8,16,2022,High,68.4
7.1,82.6,94.7,2,2,8.1,72.6,15,2022,High,79.6
7.3,100.0,81.8,4,0,6.0,61.8,16,2022,High,66.8
5.0,92.8,58.6,5,2,8.0,81.2,17,2022,Medium,54.1
11.2,100.0,78.8,3,2,6.1,69.0,18,2022,High,71.4
0.3,84.0,72.2,2,2,7.4,74.0,15,2022,Low,58.9
8.0,66.3,71.9,3,3,5.7,55.3,17,2022,High,72.4
7.8,81.8,43.1,4,3,7.9,81.9,16,2022,High,63.8
7.4,88.3,85.0,3,3,5.5,82.3,17,2022,High,69.9
6.4,89.9,69.7,4,3,7.3,97.7,17,2022,High,67.4
7.4,73.4,66.4,4,1,6.8,75.3,19,2022,Medium,57.9
8.2,86.8,58.4,3,1,7.1,72.0,15,2022,Medium,69.1
4.2,66.9,55.3,4,3,6.5,50.0,17,2022,Low,65.0
6.7,65.4,73.1,3,2,6.5,97.8,16,2022,Medium,67.8
5.5,64.4,40.0,3,3,7.2,94.1,17,2022,Low,51.1
3.3,80.3,80.6,4,1,5.8,78.5,18,2022,Medium,67.6
7.8,63.5,51.1,2,1,5.8,54.1,19,2022,Low,40.1
4.6,74.1,35.1,3,2,6.6,56.1,16,2022,Low,37.6
2.3,92.6,97.2,4,2,6.5,68.2,18,2022,Medium,73.2
4.7,65.6,54.3,4,1,5.8,95.4,16,2022,Low,50.2
4.0,72.9,56.4,3,2,8.1,83.2,15,2022,Low,51.1
8.6,81.0,86.2,4,0,6.6,51.1,18,2022,High,74.3
6.4,83.5,97.7,3,0,6.7,85.3,15,2022,High,72.4
9.5,73.0,43.5,5,0,5.4,62.9,15,2022,Medium,67.9
4.3,91.0,52.7,4,2,9.5,68.6,16,2022,Medium,55.5
8.2,88.3,53.9,3,4,9.9,95.5,16,2022,High,70.6
12.0,96.0,83.0,3,1,6.1,91.8,15,2022,High,81.3
6.9,78.9,94.2,4,0,8.5,97.7,18,2022,High,79.8
8.2,72.8,50.7,5,3,6.9,77.6,17,2022,High,70.9
7.7,70.4,90.6,2,4,8.9,93.9,17,2022,High,79.6
2.4,84.3,56.7,3,1,7.4,67.4,16,2022,Low,46.9
7.5,74.7,73.4,2,2,7.1,73.4,17,2022,Medium,65.0
6.8,72.0,47.7,3,1,4.0,72.1,18,2022,Low,52.7
5.4,73.7,66.0,4,1,5.9,78.4,19,2022,Low,61.5
3.8,70.4,66.2,2,3,7.0,54.8,19,2022,Low,49.0
7.7,82.8,63.0,4,5,7.2,73.9,17,2022,High,75.4
3.6,60.2,74.2,5,3,5.5,100.0,19,2022,High,58.0
11.3,84.2,51.9,5,5,6.1,58.3,16,2022,High,68.6
6.3,89.5,53.9,3,2,7.7,54.1,15,2022,Low,52.7
