student_id,study_hours,attendance,previous_grade,parental_support,extracurricular,sleep_hours,assignments_completed,age,gender,performance,final_grade
931,4.6,65.5,63.9,3,5,7.0,86.8,16,Female,Medium,64.1
932,10.7,68.1,97.8,3,2,6.6,98.9,19,Female,High,80.1
933,2.4,81.5,52.5,4,1,7.8,98.7,16,Female,Low,61.5
934,0.5,45.3,71.5,4,5,7.1,61.9,18,Female,Low,51.7
935,7.1,100.0,73.7,2,0,6.2,97.8,17,Male,Medium,71.5
936,4.7,86.6,53.9,4,2,8.4,48.0,15,Male,Medium,56.2
937,3.4,98.4,80.3,5,2,4.0,76.3,16,Male,High,72.7
938,7.8,56.3,64.0,3,2,6.9,88.8,17,Female,Low,56.6
939,6.6,98.7,32.6,5,2,4.4,42.6,16,Female,Medium,56.1
940,4.6,100.0,79.9,5,1,5.6,100.0,17,Female,High,79.6
941,2.8,60.2,53.2,3,2,7.8,100.0,16,Female,Low,49.7
942,8.2,91.6,54.3,4,3,5.1,91.6,17,Male,High,73.8
943,7.6,80.0,80.3,3,1,4.9,62.6,17,Male,Low,62.0
944,5.8,56.8,64.8,4,2,10.6,78.8,17,Female,Medium,62.5
945,10.6,87.4,83.8,4,1,5.0,94.2,16,Male,High,85.2
946,3.3,92.5,88.2,3,3,9.5,59.8,17,Male,High,70.0
947,2.2,71.0,60.3,4,3,6.7,76.8,17,Male,Low,60.5
948,4.3,97.5,81.9,4,4,6.2,96.4,19,Male,High,77.0
949,5.9,55.0,58.7,3,1,7.9,53.1,18,Male,Low,59.2
950,6.6,57.6,100.0,2,0,9.0,86.0,16,Female,Low,76.4
951,5.4,82.0,59.6,2,1,5.3,48.4,16,Female,Low,53.5
952,6.9,80.4,85.4,4,1,6.2,63.0,15,Male,High,76.9
953,2.9,69.3,82.7,5,2,8.3,70.9,15,Male,Medium,62.3
954,9.6,92.1,74.7,4,5,7.4,89.2,16,Male,High,75.5
955,5.8,88.0,59.9,3,2,8.7,67.4,16,Male,Low,53.0
956,8.8,92.9,67.7,3,5,7.8,82.3,16,Female,High,76.8
957,6.9,78.2,37.7,3,0,9.7,67.6,16,Male,Low,47.8
958,7.1,89.0,73.4,2,4,7.3,70.4,16,Male,Medium,66.7
959,7.4,73.3,75.2,3,1,7.3,100.0,15,Male,High,73.7
960,7.1,100.0,72.0,3,4,7.5,59.3,16,Female,High,72.1
961,7.6,67.8,25.4,3,0,6.8,93.7,17,Male,Low,42.9
962,9.3,100.0,51.0,5,4,8.3,80.0,16,Male,High,66.5
963,6.5,80.5,58.8,4,1,7.4,69.6,16,Male,High,61.7
964,7.8,59.4,74.4,4,2,8.2,58.1,15,Male,Medium,66.8
965,5.8,100.0,74.3,2,2,8.4,59.4,17,Male,Medium,64.8
966,9.6,81.9,67.4,5,2,7.6,66.7,18,Male,High,76.4
967,4.3,92.8,79.5,4,3,7.8,77.3,15,Female,Medium,75.3
968,10.5,98.4,54.6,5,5,5.5,90.9,17,Female,High,81.4
969,5.9,85.1,79.2,3,3,6.2,74.6,17,Male,High,62.1
970,2.4,71.1,77.1,3,3,8.3,75.8,17,Female,Low,59.5
971,6.3,94.6,75.7,3,0,9.1,78.5,18,Male,High,71.2
972,4.3,80.0,67.3,2,3,4.1,88.6,18,Female,Low,51.9
973,8.1,90.3,97.5,4,2,6.1,91.6,15,Male,High,83.4
974,4.4,47.7,77.4,5,4,7.0,55.0,16,Male,Medium,68.8
975,4.9,86.7,55.5,2,2,5.7,74.9,17,Female,Low,64.3
976,1.3,70.4,73.7,2,3,5.8,100.0,19,Female,Low,68.6
977,4.9,100.0,81.3,4,1,7.7,56.3,18,Male,High,65.6
978,0.0,89.3,61.2,3,1,9.4,81.3,16,Male,Low,49.9
979,2.0,83.6,86.3,4,2,4.0,76.9,16,Male,Low,66.4
980,7.9,87.3,75.7,4,2,6.7,69.8,18,Female,High,66.9
981,8.0,65.0,34.9,3,1,7.7,100.0,17,Female,Low,52.5
982,7.1,100.0,74.5,4,0,8.2,80.7,17,Female,Medium,67.0
983,3.6,100.0,63.9,3,3,7.5,100.0,17,Male,High,70.0
984,5.9,85.9,78.1,5,0,9.6,80.1,15,Female,High,80.6
985,6.0,100.0,84.2,4,4,7.0,88.3,18,Female,High,77.7
986,3.1,71.5,72.9,5,1,9.0,69.6,18,Male,Low,60.2
987,9.8,68.0,95.0,1,0,6.0,69.8,17,Female,Low,65.3
988,8.2,80.6,67.3,3,2,7.1,87.4,17,Female,High,78.2
989,5.4,86.5,79.4,2,2,5.2,87.7,17,Male,Medium,74.0
990,6.1,74.1,82.1,3,2,8.4,90.8,16,Female,High,74.6
991,6.5,88.1,68.5,5,2,6.8,86.8,15,Male,High,68.5
992,0.9,84.6,81.7,3,1,7.5,55.9,15,Female,Low,71.6
993,5.4,65.0,61.1,4,3,6.5,65.5,19,Male,Medium,62.3
994,4.3,87.8,63.7,3,2,7.9,95.3,16,Male,Low,52.4
995,3.5,93.0,50.3,3,2,7.6,44.7,15,Male,Low,54.4
996,5.3,82.6,73.6,5,3,5.5,85.3,17,Male,High,68.1
997,10.5,97.3,74.9,3,3,5.6,78.0,15,Female,High,80.3
998,7.6,61.7,87.7,4,2,7.0,95.3,15,Male,High,84.2
999,4.6,87.0,81.9,3,3,8.0,87.5,17,Male,High,67.9
1000,7.4,62.4,65.7,5,4,9.8,68.0,17,Male,High,66.4
1001,9.5,63.3,52.3,4,2,7.5,67.2,17,Female,Medium,66.5
1002,8.3,70.5,76.5,4,1,8.5,70.6,17,Male,High,70.7
1003,6.1,65.9,86.7,2,4,4.6,90.4,17,Male,High,76.8
1004,4.4,71.8,81.3,3,1,10.0,38.6,17,Female,Low,65.0
1005,7.7,76.8,86.3,5,0,7.9,82.8,17,Female,High,79.7
1006,7.0,92.6,66.8,5,2,6.9,64.1,16,Male,High,64.7
1007,8.2,75.2,63.0,1,3,6.8,83.4,17,Female,Medium,49.4
1008,7.6,56.2,58.9,3,4,5.3,86.2,16,Male,Medium,65.2
1009,8.6,97.1,69.2,3,3,5.8,50.1,16,Male,High,60.7
1010,4.7,67.4,68.8,2,5,9.9,75.9,16,Female,Medium,70.4
1011,9.3,79.1,73.1,4,0,5.5,82.8,15,Male,Medium,68.5
1012,6.5,86.7,68.1,2,0,5.5,81.6,17,Female,Low,57.6
1013,11.2,83.0,68.0,3,3,5.9,77.8,17,Male,High,78.6
1014,4.3,96.4,58.3,4,5,5.2,58.0,16,Male,Medium,54.3
1015,10.3,87.2,84.1,3,2,7.0,60.8,19,Female,High,73.6
1016,6.5,67.1,71.1,4,0,8.6,55.2,17,Male,Medium,66.8
1017,4.4,100.0,67.4,5,1,6.1,90.0,18,Female,Medium,67.9
1018,4.8,82.9,58.8,2,1,4.9,77.9,17,Male,Low,54.3
1019,5.2,77.8,50.0,4,2,7.4,79.1,16,Male,Medium,56.0
1020,7.1,94.5,89.6,3,0,6.9,49.3,19,Female,Medium,77.1
1021,7.3,83.7,78.3,3,4,8.5,79.4,18,Male,High,81.3
1022,4.6,86.0,45.6,1,2,6.3,91.4,17,Female,Low,49.4
1023,5.9,100.0,81.4,2,3,6.6,46.8,16,Female,High,79.3
1024,11.4,75.9,83.8,3,0,6.8,70.4,16,Female,High,80.9
1025,10.3,75.2,71.9,3,0,7.1,51.7,18,Female,Medium,69.3
1026,7.1,81.7,94.0,5,2,6.4,72.4,15,Female,High,82.5
1027,6.1,96.1,73.3,4,4,6.2,63.8,17,Female,High,67.4
1028,6.3,57.4,48.7,5,2,4.2,86.9,17,Female,Medium,65.7
1029,7.5,50.5,75.5,4,4,6.2,83.0,16,Female,High,76.6
1030,3.4,71.2,73.7,3,3,8.1,100.0,18,Female,Low,64.0
1031,5.4,55.5,61.0,3,0,8.3,79.0,18,Female,Low,54.1
1032,1.8,73.6,78.6,3,1,6.3,86.1,16,Male,Low,56.5
1033,7.0,87.5,45.0,3,3,8.9,70.0,17,Female,Medium,56.3
1034,7.6,66.6,84.9,4,2,7.0,60.1,18,Female,Medium,75.0
1035,4.8,58.6,56.8,3,1,5.0,95.0,17,Male,Low,48.1
1036,9.9,81.0,55.2,3,2,4.5,100.0,17,Female,High,68.4
1037,2.9,92.9,68.3,2,2,8.8,92.7,17,Female,Low,61.8
1038,2.3,54.6,76.5,1,4,6.4,82.4,15,Female,Low,59.7
1039,6.6,92.3,72.5,3,1,5.2,62.5,19,Female,Medium,72.3
1040,8.6,92.3,58.9,2,1,4.0,100.0,17,Male,Medium,66.6
1041,10.2,94.3,62.4,4,2,6.4,90.4,16,Male,High,71.8
1042,4.9,98.3,53.0,2,3,7.6,100.0,18,Female,Low,47.5
1043,8.7,100.0,66.6,4,3,6.0,59.2,17,Female,High,74.2
1044,5.9,74.7,86.1,3,4,5.4,95.5,16,Female,Medium,72.1
1045,5.6,81.6,69.9,2,3,6.2,89.9,18,Female,Low,65.0
1046,8.2,73.8,82.9,4,2,8.9,73.8,15,Male,Medium,69.2
1047,7.6,80.0,91.8,4,1,4.9,100.0,17,Female,High,85.1
1048,2.1,100.0,61.2,3,2,6.0,87.2,17,Female,Low,58.1
1049,9.7,59.8,67.2,5,3,8.8,63.1,16,Male,High,68.3
1050,9.5,67.1,100.0,1,3,7.7,77.9,18,Male,High,75.8
1051,4.4,100.0,91.7,3,5,7.3,62.9,17,Male,High,84.1
1052,7.0,95.3,44.9,4,3,6.0,71.6,18,Female,Low,54.6
1053,7.2,74.6,75.8,4,2,7.0,92.7,17,Female,High,71.7
1054,6.7,92.8,70.0,3,0,6.2,97.8,19,Male,Medium,63.5
1055,4.6,85.1,82.4,2,0,5.7,84.0,16,Female,Low,69.6
1056,4.3,100.0,58.8,5,1,5.4,66.5,17,Female,Low,61.9
1057,5.9,81.1,57.4,3,0,8.2,86.9,19,Male,Low,51.9
1058,8.9,95.4,59.9,2,2,6.9,93.0,15,Male,High,62.8
1059,7.4,100.0,61.4,3,2,7.5,44.5,15,Female,Medium,65.1
1060,5.1,89.0,82.2,5,3,7.2,82.1,19,Female,High,71.0
1061,7.9,80.7,52.3,1,2,7.7,76.6,19,Male,Low,43.4
1062,0.0,90.8,60.7,4,2,6.6,97.2,18,Female,Low,53.4
1063,8.9,74.5,43.2,4,2,6.3,86.9,17,Female,Medium,58.3
1064,1.7,100.0,85.1,3,1,5.8,88.7,17,Female,Low,65.2
1065,5.1,82.7,89.1,4,5,4.9,71.3,16,Female,High,81.1
1066,3.2,75.9,65.1,5,0,5.3,80.0,17,Female,Low,48.0
1067,2.8,67.5,65.5,3,4,6.5,97.0,17,Male,Low,55.5
1068,8.9,96.5,76.8,2,2,4.6,78.8,15,Female,High,74.6
1069,4.8,93.0,92.1,5,2,4.9,83.1,17,Female,High,76.4
1070,6.9,72.5,76.1,4,1,8.6,52.4,17,Female,Medium,62.4
1071,5.9,88.6,59.5,3,0,7.3,78.8,17,Male,Medium,57.7
1072,7.2,57.4,45.7,4,2,6.3,43.8,17,Female,Low,57.8
1073,6.2,82.8,53.3,4,3,10.4,70.7,18,Female,Medium,61.5
1074,2.8,86.8,71.1,4,1,4.5,81.1,16,Male,Low,59.1
1075,8.5,100.0,60.2,5,2,8.5,93.8,17,Female,High,72.3
1076,4.8,68.4,72.9,3,1,6.8,62.0,17,Female,Low,62.2
1077,2.1,60.8,61.7,3,2,8.2,86.7,16,Female,Low,47.7
1078,4.9,66.6,54.1,4,4,7.2,100.0,16,Male,Low,57.0
1079,9.8,60.0,52.3,3,4,4.2,68.5,17,Male,Medium,55.6
1080,8.1,100.0,93.4,4,2,7.1,52.2,17,Male,High,85.8
1081,5.1,100.0,83.3,3,1,7.5,85.2,19,Female,Medium,75.3
1082,5.1,84.8,96.0,2,1,4.0,58.5,17,Female,Low,67.8
1083,5.2,98.3,78.1,3,5,9.9,65.3,16,Male,High,79.4
1084,11.2,82.0,63.6,4,1,7.5,96.6,17,Male,High,64.6
1085,7.0,78.6,89.9,4,3,8.0,100.0,18,Female,High,80.3
1086,7.1,75.0,69.5,3,2,5.3,62.0,17,Male,Medium,61.7
1087,8.6,75.3,73.3,2,5,8.0,66.7,18,Male,High,75.1
1088,6.6,56.8,69.4,3,2,8.6,72.1,18,Female,Low,63.2
1089,5.4,84.0,25.8,4,2,7.4,70.1,15,Male,Low,48.0
1090,5.5,79.4,94.1,3,3,7.0,100.0,15,Female,Medium,74.3
1091,5.8,91.2,77.4,4,5,5.7,70.4,17,Female,High,73.0
1092,5.9,81.4,74.9,3,5,6.7,73.0,16,Male,High,78.3
1093,7.8,77.6,69.1,3,3,6.2,100.0,17,Male,Medium,56.1
1094,6.1,66.9,72.5,4,3,7.9,90.4,18,Female,High,79.2
1095,7.8,81.1,61.0,2,2,5.7,97.7,17,Male,Medium,63.5
1096,5.8,91.1,79.2,3,3,7.8,63.7,17,Male,High,72.7
1097,6.2,62.8,50.4,3,4,5.7,70.5,17,Male,Low,63.9
1098,1.0,81.3,72.8,2,2,6.6,61.3,15,Male,Low,59.5
1099,8.3,83.5,78.4,3,3,7.9,94.4,18,Male,High,76.3
1100,6.9,69.2,67.0,3,2,5.9,100.0,17,Male,Medium,69.5
1101,8.5,71.2,75.6,4,2,8.0,69.2,17,Female,High,69.6
1102,0.0,83.5,55.1,4,4,7.8,73.4,16,Female,Low,56.6
1103,11.2,63.0,55.5,4,2,6.6,74.2,18,Female,High,59.1
1104,5.7,85.2,73.6,3,1,8.7,52.1,17,Male,Medium,69.1
1105,8.8,66.6,80.2,4,2,7.1,67.9,15,Male,Medium,73.2
1106,3.4,95.9,41.9,4,1,8.7,93.9,19,Female,Medium,61.1
1107,7.5,100.0,77.8,3,2,9.7,64.2,18,Male,High,79.4
1108,3.4,67.1,61.9,4,4,6.6,81.7,17,Female,Medium,62.2
1109,4.4,88.0,67.1,5,3,8.0,56.5,17,Female,High,66.5
1110,10.8,69.1,49.9,2,4,6.0,77.4,19,Male,Medium,59.6
1111,5.5,95.6,57.2,5,1,5.5,69.9,18,Male,Medium,61.0
1112,6.5,61.0,84.5,2,4,6.7,58.0,17,Male,Medium,61.5
1113,8.2,87.2,70.5,3,3,5.0,94.2,17,Male,High,79.2
1114,7.2,66.9,64.3,3,0,5.6,95.2,16,Male,Low,64.7
1115,6.4,76.9,68.3,4,3,7.9,62.5,16,Male,High,72.5
1116,6.9,64.5,77.3,2,5,6.2,76.1,16,Male,Medium,74.0
1117,12.0,92.3,76.6,5,0,8.1,80.8,16,Male,High,83.1
1118,5.9,67.4,68.9,4,2,7.4,47.3,18,Male,Medium,58.2
1119,6.5,88.3,86.4,4,4,9.8,54.9,15,Male,High,80.3
1120,8.6,74.8,84.6,3,0,7.8,100.0,18,Female,Medium,77.5
1121,8.8,78.3,76.2,5,3,8.7,60.8,17,Male,High,75.2
1122,9.0,82.2,70.8,4,2,7.6,100.0,16,Female,High,64.0
1123,7.6,68.6,79.9,3,2,7.5,55.8,16,Female,Medium,62.0
1124,3.1,83.2,74.7,4,3,8.7,91.9,17,Female,Medium,65.7
1125,10.1,100.0,85.9,4,0,8.0,74.4,16,Male,High,72.2
1126,3.1,68.3,83.5,4,3,7.3,76.9,17,Female,Medium,69.8
1127,6.8,97.6,54.7,3,0,7.3,100.0,18,Female,Medium,56.6
1128,4.1,100.0,53.7,3,2,7.8,57.4,17,Male,Low,56.4
1129,5.8,67.8,59.5,2,2,6.0,90.7,18,Male,Low,53.6
1130,6.8,58.2,84.6,3,2,5.9,90.0,18,Male,Medium,69.5
1131,6.8,84.5,46.4,4,2,9.1,100.0,18,Male,Medium,61.0
1132,7.1,71.8,75.9,5,3,9.8,60.6,16,Male,High,65.8
1133,10.0,100.0,75.4,5,4,5.6,68.7,19,Male,High,86.1
1134,7.1,80.5,87.4,4,4,6.0,94.7,17,Female,High,77.0
1135,5.4,68.0,72.7,4,2,8.7,76.4,18,Female,Medium,66.6
1136,8.4,62.8,49.9,2,4,7.8,71.7,17,Female,Medium,59.1
1137,9.0,96.3,55.6,4,4,8.0,97.2,17,Male,High,76.6
1138,2.9,71.4,52.3,2,2,8.3,75.2,19,Female,Low,49.1
1139,7.5,80.7,61.9,3,1,6.6,63.9,16,Male,Low,65.2
1140,7.8,94.3,67.3,4,0,7.5,93.1,17,Male,High,69.3
1141,5.3,72.7,52.5,3,2,7.4,86.8,15,Male,Low,49.1
1142,9.4,79.3,92.1,1,4,5.7,74.4,16,Female,High,82.0
1143,5.6,79.8,50.1,4,2,7.5,73.5,18,Female,Low,58.4
1144,6.3,90.2,90.2,3,3,8.9,63.5,15,Male,High,82.7
1145,5.6,88.9,87.8,2,1,6.5,93.1,18,Female,Medium,68.4
1146,6.0,76.7,83.5,2,1,7.2,73.5,17,Female,Medium,62.5
1147,3.3,81.0,59.6,3,2,7.3,66.1,17,Female,Low,65.6
1148,2.4,74.4,75.1,2,5,6.6,56.9,16,Female,Low,60.5
1149,10.0,57.8,50.8,4,2,8.0,87.1,15,Male,Medium,54.4
1150,3.9,83.9,83.7,3,4,6.0,70.8,19,Male,Medium,75.1
1151,3.5,100.0,68.9,4,1,9.0,43.8,18,Female,Low,56.5
1152,0.6,66.7,63.9,2,3,7.9,58.3,16,Female,Low,49.1
1153,4.4,68.4,51.6,3,3,5.6,75.8,15,Male,Low,56.9
1154,2.7,66.9,32.8,4,4,9.5,76.3,16,Male,Low,46.7
1155,10.1,90.9,54.4,4,0,7.3,75.6,16,Female,High,65.2
1156,8.5,86.7,86.7,4,1,5.9,73.1,18,Male,High,84.7
1157,4.3,77.6,64.0,5,1,8.7,53.4,18,Female,Low,60.0
1158,11.6,66.2,67.5,3,4,7.7,64.3,17,Female,High,68.1
1159,8.5,81.4,79.8,3,1,4.3,100.0,18,Male,High,77.5
1160,5.2,56.5,97.1,5,0,6.2,98.7,16,Male,Low,66.4
1161,0.0,82.2,89.9,2,2,7.4,90.4,17,Female,Low,63.9
1162,11.7,93.1,55.4,2,2,4.0,88.8,18,Female,High,59.3
1163,2.5,61.2,40.9,3,3,7.1,96.3,15,Male,Low,44.7
1164,1.9,57.0,100.0,4,4,7.2,59.8,16,Female,Medium,74.3
1165,8.6,100.0,100.0,3,2,5.2,80.6,17,Female,High,86.6
1166,12.0,70.8,72.8,2,4,7.4,59.8,16,Female,High,74.7
1167,9.5,97.0,50.9,3,3,7.0,60.1,17,Female,Medium,65.7
1168,7.4,77.7,84.4,4,1,5.2,86.6,17,Female,Medium,75.3
1169,7.5,77.6,68.4,3,4,8.4,97.0,16,Male,High,63.6
1170,8.1,86.6,68.3,3,3,8.3,76.5,15,Female,High,66.6
1171,7.9,66.7,83.4,4,2,6.6,100.0,15,Female,High,78.7
1172,6.7,82.0,75.0,5,3,6.7,83.8,17,Female,High,71.0
1173,6.3,74.3,52.2,4,2,8.1,66.0,16,Male,Medium,63.0
1174,5.8,60.2,65.1,4,1,6.7,60.4,18,Male,Low,64.3
1175,4.1,85.1,79.9,3,3,4.1,98.3,18,Male,Medium,61.9
1176,5.3,76.1,77.7,3,3,7.7,82.3,16,Male,Medium,65.6
1177,1.8,77.6,73.9,3,3,5.8,92.2,18,Male,Medium,72.4
1178,5.8,61.8,84.0,4,1,6.4,32.2,17,Male,Medium,67.3
1179,3.5,100.0,64.6,3,5,9.2,84.4,16,Female,High,65.9
1180,3.2,93.2,72.7,4,0,6.8,70.8,17,Female,Medium,70.4
1181,6.4,94.5,19.4,5,2,7.0,54.9,17,Female,Medium,54.1
1182,9.5,75.4,63.3,2,1,7.8,78.9,15,Male,Medium,58.2
1183,8.3,54.1,81.5,1,0,7.8,99.7,16,Male,Low,75.0
1184,2.1,100.0,64.1,2,2,5.6,100.0,15,Male,Low,51.3
1185,3.5,79.1,63.0,3,3,6.9,84.4,16,Male,Low,52.2
1186,8.4,68.8,54.4,2,4,7.1,67.2,16,Male,High,61.5
1187,3.5,86.3,85.1,5,5,7.4,66.1,17,Male,High,74.8
1188,5.4,97.5,78.2,1,3,7.4,97.3,16,Female,Medium,68.3
1189,7.4,79.7,82.4,3,2,10.9,62.1,15,Male,High,73.2
1190,3.6,99.2,44.1,2,3,5.2,91.2,16,Female,Low,48.2
1191,6.3,96.2,67.6,5,3,8.5,85.3,18,Male,High,72.4
1192,2.7,63.9,65.8,4,2,8.8,83.3,16,Male,Low,57.7
1193,4.5,69.9,65.8,5,3,7.7,51.8,17,Male,Medium,66.7
1194,6.8,94.4,60.8,5,2,6.0,73.6,17,Female,High,66.0
1195,2.0,39.3,64.8,3,2,9.5,53.8,18,Female,Low,52.4
1196,7.1,77.8,82.7,3,2,4.0,69.4,17,Female,Medium,70.6
1197,6.0,58.5,41.3,2,3,6.0,96.5,15,Female,Low,53.1
1198,7.4,72.9,96.7,3,3,8.8,100.0,16,Male,High,77.9
1199,6.6,75.5,77.3,4,2,6.4,83.9,16,Female,High,64.9
1200,9.4,74.6,69.4,1,2,9.4,69.7,17,Female,Low,56.6
1201,6.3,71.7,83.6,2,4,4.7,100.0,15,Male,Medium,71.0
1202,4.9,63.5,48.2,4,5,5.3,69.5,16,Male,Medium,59.9
1203,6.3,100.0,60.0,4,1,6.2,59.6,17,Male,High,71.2
1204,7.4,100.0,68.2,4,1,7.6,92.5,16,Female,High,77.8
1205,6.1,62.6,90.5,3,3,6.7,88.2,18,Female,High,79.6
1206,6.1,100.0,69.3,4,2,6.3,70.2,16,Female,High,64.4
1207,4.2,74.0,76.8,3,0,9.1,81.8,19,Male,Low,61.4
1208,4.3,81.9,61.2,2,2,9.3,88.0,19,Male,Low,47.2
1209,2.5,79.1,77.3,4,3,6.4,83.7,18,Male,High,69.0
1210,10.4,70.1,95.2,5,3,4.4,88.3,19,Male,High,80.3
1211,2.9,94.8,84.9,2,2,4.0,70.9,16,Female,Low,55.0
1212,4.3,81.9,68.8,3,2,7.4,89.5,18,Male,Low,73.0
1213,4.2,72.9,80.1,3,2,8.0,80.3,16,Male,Low,63.9
1214,8.2,60.4,78.7,2,1,7.1,71.5,18,Male,Medium,55.9
1215,5.3,66.6,77.6,5,2,6.9,75.6,16,Male,High,70.1
1216,9.1,55.4,86.7,3,0,5.8,78.2,16,Female,Medium,79.3
1217,4.3,80.2,86.6,4,2,8.0,54.0,19,Male,High,83.2
1218,6.7,62.1,68.1,4,2,9.5,68.5,16,Male,Medium,64.6
1219,3.9,76.0,79.6,4,3,4.0,81.2,18,Female,Medium,68.3
1220,11.4,100.0,64.3,2,3,6.9,55.7,17,Male,High,75.3
1221,3.0,98.0,56.2,3,2,5.5,68.8,16,Female,Medium,59.3
1222,6.8,79.5,66.0,1,0,4.8,100.0,17,Male,Low,59.0
1223,7.6,78.7,68.9,3,1,5.3,59.7,15,Male,Medium,67.3
1224,7.0,100.0,45.1,3,3,7.6,73.1,19,Female,Medium,55.2
1225,5.5,87.8,82.9,4,0,7.6,65.0,19,Male,High,79.7
1226,5.7,75.1,28.5,3,1,9.2,77.9,18,Female,Low,38.6
1227,6.1,58.6,100.0,4,3,7.0,65.3,18,Male,High,77.4
1228,5.6,85.9,92.5,3,3,4.4,75.6,15,Female,Medium,75.2
1229,8.4,92.4,66.1,4,2,6.6,67.1,16,Female,High,77.4
1230,11.5,70.5,70.1,5,2,4.9,99.0,16,Female,High,77.9
1231,4.6,84.4,74.5,3,4,5.2,81.5,17,Female,Medium,68.9
1232,2.6,74.5,61.2,5,4,7.9,61.9,16,Male,Medium,63.2
1233,5.8,77.2,72.9,4,2,7.3,95.1,17,Female,Medium,71.0
1234,12.0,42.7,67.8,4,3,7.9,62.8,17,Male,Medium,67.5
1235,4.0,76.7,68.6,4,2,6.5,51.8,15,Male,Low,56.0
1236,10.1,94.5,72.7,3,5,8.2,79.9,15,Male,High,77.5
1237,10.2,70.5,50.3,3,2,6.4,100.0,15,Male,Low,61.8
1238,4.6,80.8,70.6,2,3,8.7,47.1,18,Female,Low,58.3
1239,7.4,68.7,72.5,3,3,7.5,56.0,16,Female,Medium,59.6
1240,10.1,85.4,71.9,5,2,6.7,93.5,16,Male,High,71.8
1241,5.1,76.8,66.8,4,3,7.3,68.4,18,Female,Medium,62.7
1242,5.5,65.9,87.1,3,1,7.0,91.0,15,Female,Low,71.1
1243,4.5,100.0,64.7,4,1,9.4,64.9,17,Male,Medium,56.7
1244,3.5,93.9,73.4,4,2,7.4,82.6,18,Male,High,71.6
1245,4.4,70.9,89.5,3,4,7.0,100.0,17,Male,High,81.2
1246,2.9,87.5,68.8,1,2,6.6,58.5,17,Female,Low,50.8
1247,6.1,88.1,73.2,2,3,8.3,98.4,16,Male,Medium,66.4
1248,4.1,89.6,68.6,5,3,8.1,92.2,16,Female,Medium,55.0
1249,6.6,54.6,88.6,4,1,6.6,53.2,17,Male,Medium,73.4
1250,2.1,95.1,66.1,3,2,5.3,90.1,15,Female,Low,61.4
1251,6.8,71.5,89.3,3,3,5.6,81.3,18,Female,High,74.0
1252,8.1,74.6,68.4,4,5,6.7,81.6,16,Female,High,65.9
1253,1.0,100.0,57.1,5,1,9.0,86.1,17,Male,Low,60.5
1254,6.9,84.5,80.2,4,2,6.6,73.7,16,Male,High,70.7
1255,9.1,74.2,65.4,4,0,6.1,81.3,18,Female,Medium,50.1
1256,3.0,46.9,79.3,3,1,4.4,84.3,17,Male,Low,60.6
1257,10.2,100.0,29.1,3,2,9.3,93.4,17,Female,High,65.6
1258,7.0,59.8,70.1,3,2,7.9,52.5,17,Female,Medium,70.4
1259,4.2,64.9,63.1,4,1,8.2,100.0,16,Female,Low,53.4
1260,5.9,75.0,54.1,3,1,8.4,59.2,17,Female,Low,47.7
1261,7.4,100.0,61.7,4,3,6.8,93.7,16,Female,High,69.7
1262,6.2,91.6,61.4,3,5,7.1,81.4,17,Female,High,72.7
1263,7.3,77.6,69.3,4,2,9.2,56.9,16,Female,High,64.4
1264,3.7,84.6,49.5,3,3,7.3,89.5,15,Female,Low,47.3
1265,6.4,71.0,74.7,3,1,7.9,63.0,15,Male,Low,66.7
1266,2.5,82.1,90.5,4,4,8.3,99.2,16,Male,Medium,71.4
1267,5.7,81.1,74.2,2,3,8.0,67.2,16,Male,Medium,70.4
1268,3.7,94.5,82.1,5,3,6.8,53.1,18,Female,High,73.1
1269,4.2,94.5,86.4,4,0,6.9,100.0,17,Male,Medium,67.6
1270,9.1,87.4,88.5,3,2,8.2,83.3,19,Female,High,74.1
1271,8.7,74.6,98.1,4,2,8.2,95.6,16,Female,High,86.0
1272,7.5,91.1,62.5,5,1,8.8,64.7,17,Male,Medium,63.6
1273,3.3,78.6,59.2,3,1,7.8,45.9,18,Female,Low,46.5
1274,5.2,63.8,81.8,5,2,7.9,100.0,17,Male,High,76.6
1275,9.0,74.0,80.6,2,3,6.3,79.9,17,Male,Medium,75.7
1276,6.4,81.3,81.6,2,0,6.1,88.8,17,Male,Medium,64.3
1277,11.8,93.7,98.3,4,2,8.2,91.8,17,Female,High,100.0
1278,7.0,77.2,70.2,3,1,6.1,74.0,18,Male,High,70.3
1279,6.5,61.9,76.4,3,1,7.0,84.1,17,Female,Low,64.8
1280,5.2,80.9,55.3,3,3,9.1,100.0,19,Female,Medium,63.1
1281,6.3,81.7,100.0,3,2,8.8,79.4,19,Female,High,83.1
1282,5.6,82.8,65.0,4,2,7.5,97.0,17,Female,Medium,62.8
1283,7.8,93.8,65.4,4,2,6.6,44.2,15,Female,High,73.5
1284,8.4,95.3,64.8,5,3,6.8,100.0,15,Female,High,76.6
1285,4.0,71.1,60.3,4,2,8.3,52.6,15,Male,Low,57.2
1286,2.7,70.8,59.1,3,5,6.9,98.2,15,Male,Low,58.2
1287,1.4,64.4,62.1,3,2,6.2,87.0,16,Female,Low,51.4
1288,7.3,90.5,49.5,3,3,8.8,78.3,15,Male,High,61.2
1289,3.2,100.0,58.2,4,1,7.3,78.2,17,Female,Low,56.3
1290,0.6,75.3,99.2,1,2,6.1,75.5,16,Male,Low,59.6
